DATA,BANDEIRA,LOJA,QUANTIDADE,SETOR,VALIDADE
2022-01-03,JOAO,16,1,MERCEARIA COMPLEMENTAR,2021-10-20
2022-01-03,JOAO,16,4,MERCEARIA COMPLEMENTAR,2022-01-01
2022-01-03,JOAO,16,1,MERCEARIA COMPLEMENTAR,2021-12-01
2022-01-03,JOAO,16,2,MERCEARIA COMPLEMENTAR,2022-01-01
2022-01-03,JOAO,16,3,MERCEARIA COMPLEMENTAR,2021-04-30
2022-01-03,JOAO,16,2,MERCEARIA COMPLEMENTAR,2021-07-08
2022-01-03,JOAO,16,13,MERCEARIA COMPLEMENTAR,2021-11-13
2022-01-03,JOAO,16,1,MERCEARIA COMPLEMENTAR,2021-05-12
2022-01-03,JOAO,16,1,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-03,JOAO,16,1,MERCEARIA COMPLEMENTAR,2021-12-16
2022-01-03,JOAO,16,8,MERCEARIA COMPLEMENTAR,2021-12-22
2022-01-03,JOAO,16,44,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-03,JOAO,16,8,PERECIVEIS COMPLEMENTARES,2022-01-02
2022-01-03,JOAO,16,2,PERECIVEIS COMPLEMENTARES,2021-12-30
2022-01-03,JOAO,16,3,PERECIVEIS FLV,2021-12-17
2022-01-03,JOAO,16,4,PERECIVEIS FLV,2021-12-31
2022-01-03,JOAO,16,2,PERECIVEIS FLV,2021-12-30
2022-01-03,JOAO,16,7,PERECIVEIS LATICINIOS,2022-01-02
2022-01-03,JOAO,16,7,PERECIVEIS LATICINIOS,2021-12-26
2022-01-03,JOAO,16,1,PERECIVEIS LATICINIOS,2021-10-14
2022-01-03,JOAO,16,1,PERECIVEIS LATICINIOS,2021-12-02
2022-01-03,JOAO,16,1,PERECIVEIS PADARIA E CONFEITARIA,2021-12-20
2022-01-03,JOAO,34,1,PERECIVEIS CONGELADOS,2021-12-31
2022-01-03,JOAO,34,5,PERECIVEIS FLV,2022-01-01
2022-01-03,JOAO,34,2,PERECIVEIS FLV,2022-01-02
2022-01-03,JOAO,34,1,PERECIVEIS FLV,2022-01-02
2022-01-03,JOAO,34,10,PERECIVEIS FLV,2021-12-30
2022-01-03,JOAO,34,2,PERECIVEIS FLV,2021-12-30
2022-01-03,JOAO,34,2,PERECIVEIS LATICINIOS,2022-01-02
2022-01-04,JOAO,7,8,MERCEARIA COMPLEMENTAR,2021-12-18
2022-01-04,JOAO,7,1,MERCEARIA COMPLEMENTAR,2021-09-30
2022-01-04,JOAO,7,1,MERCEARIA COMPLEMENTAR,2021-10-30
2022-01-04,JOAO,7,1,MERCEARIA COMPLEMENTAR,2021-11-30
2022-01-04,JOAO,7,3,MERCEARIA COMPLEMENTAR,2021-12-25
2022-01-04,JOAO,7,1,MERCEARIA COMPLEMENTAR,2022-01-01
2022-01-04,JOAO,7,1,MERCEARIA COMPLEMENTAR,2021-10-01
2022-01-04,JOAO,7,9,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-04,JOAO,7,7,PERECIVEIS ACOUGUE,2022-01-03
2022-01-04,JOAO,7,2,PERECIVEIS COMPLEMENTARES,2021-12-25
2022-01-04,JOAO,7,6,PERECIVEIS COMPLEMENTARES,2022-01-03
2022-01-04,JOAO,7,1,PERECIVEIS COMPLEMENTARES,2021-12-24
2022-01-04,JOAO,7,7,PERECIVEIS FLV,2021-12-30
2022-01-04,JOAO,7,2,PERECIVEIS FLV,2022-01-03
2022-01-04,JOAO,7,3,PERECIVEIS FLV,2022-01-02
2022-01-04,JOAO,7,1,PERECIVEIS FLV,2022-01-02
2022-01-04,JOAO,7,3,PERECIVEIS FLV,2022-01-02
2022-01-04,JOAO,7,1,PERECIVEIS FLV,2022-01-03
2022-01-04,JOAO,7,1,PERECIVEIS FLV,2022-01-01
2022-01-04,JOAO,7,2,PERECIVEIS FLV,2021-12-30
2022-01-04,JOAO,7,12,PERECIVEIS LATICINIOS,2022-01-01
2022-01-04,JOAO,7,24,PERECIVEIS LATICINIOS,2021-12-25
2022-01-04,JOAO,7,3,PERECIVEIS LATICINIOS,2021-12-20
2022-01-04,JOAO,7,40,PERECIVEIS LATICINIOS,2021-12-30
2022-01-04,JOAO,7,1,PERECIVEIS LATICINIOS,2022-01-03
2022-01-04,JOAO,7,11,PERECIVEIS LATICINIOS,2022-01-03
2022-01-04,JOAO,7,24,PERECIVEIS LATICINIOS,2021-12-30
2022-01-04,JOAO,7,12,PERECIVEIS LATICINIOS,2021-12-25
2022-01-04,JOAO,7,2,PERECIVEIS LATICINIOS,2021-12-03
2022-01-04,JOAO,7,1,PERECIVEIS LATICINIOS,2021-12-30
2022-01-04,JOAO,7,2,PERECIVEIS LATICINIOS,2022-01-01
2022-01-04,JOAO,7,2,PERECIVEIS LATICINIOS,2021-12-31
2022-01-04,JOAO,7,1,PERECIVEIS LATICINIOS,2021-12-26
2022-01-04,JOAO,7,38,PERECIVEIS PADARIA E CONFEITARIA,2022-01-03
2022-01-04,JOAO,7,1,PERECIVEIS PADARIA E CONFEITARIA,2021-12-22
2022-01-04,JOAO,7,1,PERECIVEIS PADARIA E CONFEITARIA,2022-01-01
2022-01-04,JOAO,40,2,PERECIVEIS ACOUGUE,2022-01-03
2022-01-04,JOAO,40,1,PERECIVEIS COMPLEMENTARES,2022-01-01
2022-01-04,JOAO,40,4,PERECIVEIS FLV,2022-01-01
2022-01-04,JOAO,40,1,PERECIVEIS FLV,2022-01-02
2022-01-04,JOAO,40,4,PERECIVEIS LATICINIOS,2021-12-21
2022-01-04,JOAO,40,2,PERECIVEIS LATICINIOS,2021-12-04
2022-01-04,JOAO,40,7,PERECIVEIS LATICINIOS,2021-12-30
2022-01-04,JOAO,40,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-03
2022-01-05,JOAO,17,7,MERCEARIA COMPLEMENTAR,2022-01-02
2022-01-05,JOAO,17,1,MERCEARIA COMPLEMENTAR,2021-12-26
2022-01-05,JOAO,17,1,MERCEARIA COMPLEMENTAR,2021-12-29
2022-01-05,JOAO,17,3,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-05,JOAO,17,19,MERCEARIA COMPLEMENTAR,2022-01-03
2022-01-05,JOAO,17,2,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-05,JOAO,17,2,MERCEARIA COMPLEMENTAR,2021-12-15
2022-01-05,JOAO,17,1,MERCEARIA COMPLEMENTAR,2021-11-01
2022-01-05,JOAO,17,1,MERCEARIA COMPLEMENTAR,2022-01-01
2022-01-05,JOAO,17,7,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-05,JOAO,17,1,MERCEARIA COMPLEMENTAR,2021-12-24
2022-01-05,JOAO,17,1,MERCEARIA COMPLEMENTAR,2021-12-15
2022-01-05,JOAO,17,2,MERCEARIA COMPLEMENTAR,2021-12-24
2022-01-05,JOAO,17,1,MERCEARIA COMPLEMENTAR,2021-12-30
2022-01-05,JOAO,17,1,MERCEARIA COMPLEMENTAR,2021-11-30
2022-01-05,JOAO,17,2,PERECIVEIS LATICINIOS,2022-01-04
2022-01-05,JOAO,9,1,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-05,JOAO,9,1,MERCEARIA COMPLEMENTAR,2021-11-30
2022-01-05,JOAO,9,30,MERCEARIA COMPLEMENTAR,2022-01-02
2022-01-05,JOAO,9,12,MERCEARIA COMPLEMENTAR,2022-01-04
2022-01-05,JOAO,9,2,PERECIVEIS COMPLEMENTARES,2021-12-25
2022-01-05,JOAO,9,2,PERECIVEIS COMPLEMENTARES,2022-01-03
2022-01-05,JOAO,9,3,PERECIVEIS FLV,2021-12-30
2022-01-05,JOAO,9,1,PERECIVEIS FLV,2022-01-04
2022-01-05,JOAO,9,4,PERECIVEIS LATICINIOS,2021-12-28
2022-01-05,JOAO,9,5,PERECIVEIS LATICINIOS,2022-01-04
2022-01-05,JOAO,9,1,PERECIVEIS PADARIA E CONFEITARIA,2022-01-04
2022-01-05,JOAO,9,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-02
2022-01-05,JOAO,9,7,PERECIVEIS PADARIA E CONFEITARIA,2022-01-04
2022-01-05,JOAO,9,3,PERECIVEIS PADARIA E CONFEITARIA,2022-01-04
2022-01-05,JOAO,9,1,PERECIVEIS PADARIA E CONFEITARIA,2022-01-02
2022-01-05,JOAO,9,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-04
2022-01-05,JOAO,9,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-01
2022-01-05,JOAO,9,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-04
2022-01-05,JOAO,9,18,PERECIVEIS PADARIA E CONFEITARIA,2022-01-04
2022-01-05,JOAO,9,1,PERECIVEIS ROTISSERIA,2022-01-04
2022-01-05,JOAO,9,2,PERECIVEIS ROTISSERIA,2022-01-04
2022-01-06,JOAO,12,2,MERCEARIA COMPLEMENTAR,2021-12-24
2022-01-06,JOAO,12,1,MERCEARIA COMPLEMENTAR,2021-11-30
2022-01-06,JOAO,12,9,MERCEARIA COMPLEMENTAR,2021-12-11
2022-01-06,JOAO,12,1,MERCEARIA COMPLEMENTAR,2021-11-30
2022-01-06,JOAO,12,1,MERCEARIA COMPLEMENTAR,2021-12-24
2022-01-06,JOAO,12,1,PERECIVEIS COMPLEMENTARES,2022-01-03
2022-01-06,JOAO,12,2,PERECIVEIS COMPLEMENTARES,2022-01-04
2022-01-06,JOAO,12,4,PERECIVEIS COMPLEMENTARES,2022-01-03
2022-01-06,JOAO,12,1,PERECIVEIS LATICINIOS,2022-01-04
2022-01-06,JOAO,12,1,PERECIVEIS ROTISSERIA,2022-01-05
2022-01-06,JOAO,14,2,MERCEARIA COMPLEMENTAR,2021-12-10
2022-01-06,JOAO,14,2,MERCEARIA COMPLEMENTAR,2021-12-11
2022-01-06,JOAO,14,2,MERCEARIA COMPLEMENTAR,2021-12-30
2022-01-06,JOAO,14,1,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-06,JOAO,14,10,PERECIVEIS FLV,2022-01-05
2022-01-06,JOAO,14,31,PERECIVEIS FLV,2021-12-23
2022-01-06,JOAO,14,8,PERECIVEIS FLV,2022-01-01
2022-01-06,JOAO,14,1,PERECIVEIS FLV,2021-10-11
2022-01-06,JOAO,14,8,PERECIVEIS LATICINIOS,2021-12-29
2022-01-06,JOAO,14,3,PERECIVEIS LATICINIOS,2021-12-17
2022-01-06,JOAO,14,19,PERECIVEIS LATICINIOS,2022-01-05
2022-01-06,JOAO,14,15,PERECIVEIS LATICINIOS,2022-01-05
2022-01-06,JOAO,14,21,PERECIVEIS LATICINIOS,2022-01-03
2022-01-06,JOAO,14,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-05
2022-01-06,JOAO,14,1,PERECIVEIS PADARIA E CONFEITARIA,2022-01-05
2022-01-07,JOAO,25,9,MERCEARIA COMPLEMENTAR,2022-01-04
2022-01-07,JOAO,25,1,MERCEARIA COMPLEMENTAR,2021-12-18
2022-01-07,JOAO,25,2,MERCEARIA COMPLEMENTAR,2021-12-01
2022-01-07,JOAO,25,2,MERCEARIA COMPLEMENTAR,2022-01-06
2022-01-07,JOAO,25,2,MERCEARIA COMPLEMENTAR,2021-11-21
2022-01-07,JOAO,25,1,MERCEARIA COMPLEMENTAR,2021-12-22
2022-01-07,JOAO,25,5,MERCEARIA COMPLEMENTAR,2022-01-01
2022-01-07,JOAO,25,2,MERCEARIA COMPLEMENTAR,2021-10-23
2022-01-07,JOAO,25,1,MERCEARIA COMPLEMENTAR,2021-12-10
2022-01-07,JOAO,25,1,MERCEARIA COMPLEMENTAR,2021-12-15
2022-01-07,JOAO,25,2,MERCEARIA COMPLEMENTAR,2021-12-07
2022-01-07,JOAO,25,7,MERCEARIA COMPLEMENTAR,2021-11-21
2022-01-07,JOAO,25,2,MERCEARIA COMPLEMENTAR,2021-11-17
2022-01-07,JOAO,25,7,MERCEARIA COMPLEMENTAR,2021-12-18
2022-01-07,JOAO,30,17,MERCEARIA COMPLEMENTAR,2022-01-06
2022-01-07,JOAO,30,10,MERCEARIA COMPLEMENTAR,2022-01-05
2022-01-07,JOAO,30,2,MERCEARIA COMPLEMENTAR,2022-01-03
2022-01-07,JOAO,30,2,MERCEARIA COMPLEMENTAR,2021-12-24
2022-01-07,JOAO,30,85,MERCEARIA COMPLEMENTAR,2021-12-19
2022-01-07,JOAO,30,28,MERCEARIA COMPLEMENTAR,2021-12-18
2022-01-07,JOAO,30,10,MERCEARIA COMPLEMENTAR,2022-01-01
2022-01-07,JOAO,30,1,MERCEARIA COMPLEMENTAR,2022-01-02
2022-01-07,JOAO,30,2,MERCEARIA COMPLEMENTAR,2022-01-06
2022-01-07,JOAO,30,2,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-07,JOAO,30,2,MERCEARIA COMPLEMENTAR,2022-01-02
2022-01-07,JOAO,30,10,MERCEARIA COMPLEMENTAR,2022-01-05
2022-01-07,JOAO,30,4,MERCEARIA COMPLEMENTAR,2022-01-01
2022-01-07,JOAO,30,3,MERCEARIA COMPLEMENTAR,2021-12-29
2022-01-07,JOAO,30,6,PERECIVEIS FLV,2022-01-01
2022-01-07,JOAO,30,5,PERECIVEIS FLV,2021-12-23
2022-01-07,JOAO,30,2,PERECIVEIS FLV,2021-12-31
2022-01-07,JOAO,30,2,PERECIVEIS FLV,2021-12-29
2022-01-07,JOAO,30,1,PERECIVEIS LATICINIOS,2022-01-06
2022-01-07,JOAO,30,6,PERECIVEIS LATICINIOS,2021-12-31
2022-01-07,JOAO,30,31,PERECIVEIS LATICINIOS,2022-01-05
2022-01-07,JOAO,30,18,PERECIVEIS LATICINIOS,2022-01-04
2022-01-07,JOAO,30,9,PERECIVEIS LATICINIOS,2022-01-06
2022-01-07,JOAO,30,13,PERECIVEIS LATICINIOS,2022-01-06
2022-01-07,JOAO,30,12,PERECIVEIS LATICINIOS,2021-12-29
2022-01-07,JOAO,30,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-06
2022-01-07,JOAO,30,2,PERECIVEIS PEIXARIA,2022-01-05
2022-01-10,JOAO,34,5,MERCEARIA COMPLEMENTAR,2021-12-23
2022-01-10,JOAO,34,2,MERCEARIA COMPLEMENTAR,2022-01-07
2022-01-10,JOAO,34,1,PERECIVEIS ACOUGUE,2022-01-09
2022-01-10,JOAO,34,10,PERECIVEIS ACOUGUE,2022-01-08
2022-01-10,JOAO,34,1,PERECIVEIS ACOUGUE,2022-01-08
2022-01-10,JOAO,34,2,PERECIVEIS FLV,2022-01-09
2022-01-10,JOAO,34,2,PERECIVEIS FLV,2022-01-09
2022-01-10,JOAO,34,2,PERECIVEIS FLV,2022-01-09
2022-01-10,JOAO,34,2,PERECIVEIS FLV,2022-01-08
2022-01-10,JOAO,34,6,PERECIVEIS FLV,2022-01-01
2022-01-10,JOAO,34,1,PERECIVEIS FLV,2022-01-09
2022-01-10,JOAO,34,2,PERECIVEIS FLV,2022-01-09
2022-01-10,JOAO,34,2,PERECIVEIS FLV,2022-01-09
2022-01-10,JOAO,34,1,PERECIVEIS FLV,2022-01-09
2022-01-10,JOAO,34,1,PERECIVEIS FLV,2022-01-09
2022-01-10,JOAO,34,1,PERECIVEIS FLV,2022-01-09
2022-01-10,JOAO,34,2,PERECIVEIS LATICINIOS,2022-01-08
2022-01-10,JOAO,34,2,PERECIVEIS LATICINIOS,2021-12-26
2022-01-10,JOAO,34,2,PERECIVEIS LATICINIOS,2021-12-31
2022-01-10,JOAO,34,1,PERECIVEIS LATICINIOS,2022-01-04
2022-01-10,JOAO,34,1,PERECIVEIS LATICINIOS,2022-01-08
2022-01-10,JOAO,34,1,PERECIVEIS LATICINIOS,2022-01-04
2022-01-10,JOAO,34,1,PERECIVEIS PADARIA E CONFEITARIA,2022-01-09
2022-01-10,JOAO,34,9,PERECIVEIS PADARIA E CONFEITARIA,2022-01-03
2022-01-10,JOAO,34,1,PERECIVEIS PADARIA E CONFEITARIA,2022-01-02
2022-01-10,JOAO,34,1,PERECIVEIS ROTISSERIA,2022-01-09
2022-01-10,SEBASTIAO,21,2,MERCEARIA COMPLEMENTAR,2021-11-08
2022-01-10,SEBASTIAO,21,2,MERCEARIA COMPLEMENTAR,2021-11-27
2022-01-10,SEBASTIAO,21,5,MERCEARIA COMPLEMENTAR,2022-01-06
2022-01-10,SEBASTIAO,21,1,MERCEARIA COMPLEMENTAR,2021-11-17
2022-01-10,SEBASTIAO,21,4,MERCEARIA COMPLEMENTAR,2022-01-08
2022-01-10,SEBASTIAO,21,4,MERCEARIA COMPLEMENTAR,2022-01-01
2022-01-10,SEBASTIAO,21,1,MERCEARIA COMPLEMENTAR,2021-12-02
2022-01-10,SEBASTIAO,21,9,MERCEARIA COMPLEMENTAR,2021-12-19
2022-01-10,SEBASTIAO,21,1,MERCEARIA COMPLEMENTAR,2021-12-14
2022-01-10,SEBASTIAO,21,1,MERCEARIA COMPLEMENTAR,2021-12-03
2022-01-10,SEBASTIAO,21,1,MERCEARIA COMPLEMENTAR,2021-08-12
2022-01-10,SEBASTIAO,21,2,PERECIVEIS CONGELADOS,2021-12-31
2022-01-10,SEBASTIAO,21,2,PERECIVEIS CONGELADOS,2022-01-01
2022-01-10,SEBASTIAO,21,1,PERECIVEIS CONGELADOS,2022-01-07
2022-01-10,SEBASTIAO,21,1,PERECIVEIS FLV,2022-01-06
2022-01-10,SEBASTIAO,21,1,PERECIVEIS PADARIA E CONFEITARIA,2021-12-20
2022-01-11,SEBASTIAO,8,6,MERCEARIA COMPLEMENTAR,2022-01-01
2022-01-11,SEBASTIAO,8,1,MERCEARIA LIQUIDA,2022-01-08
2022-01-11,SEBASTIAO,8,2,MERCEARIA LIQUIDA,2021-10-15
2022-01-11,SEBASTIAO,8,1,PERECIVEIS ACOUGUE,2021-12-23
2022-01-11,SEBASTIAO,8,1,PERECIVEIS LATICINIOS,2022-01-10
2022-01-11,SEBASTIAO,8,1,PERECIVEIS LATICINIOS,2022-01-04
2022-01-11,SEBASTIAO,8,1,PERECIVEIS LATICINIOS,2022-01-01
2022-01-11,JOAO,40,2,MERCEARIA COMPLEMENTAR,2021-12-22
2022-01-11,JOAO,40,2,MERCEARIA COMPLEMENTAR,2021-09-30
2022-01-11,JOAO,40,7,PERECIVEIS FLV,2022-01-10
2022-01-11,JOAO,40,16,PERECIVEIS LATICINIOS,2022-01-08
2022-01-11,JOAO,40,3,PERECIVEIS PEIXARIA,2022-01-08
2022-01-11,JOAO,40,2,PERECIVEIS PEIXARIA,2022-01-10
2022-01-11,JOAO,40,1,PERECIVEIS PEIXARIA,2022-01-10
2022-01-12,JOAO,14,2,MERCEARIA COMPLEMENTAR,2022-01-11
2022-01-12,JOAO,14,2,MERCEARIA COMPLEMENTAR,2021-12-24
2022-01-12,JOAO,14,1,MERCEARIA COMPLEMENTAR,2021-12-04
2022-01-12,JOAO,14,7,MERCEARIA COMPLEMENTAR,2021-12-14
2022-01-12,JOAO,14,2,MERCEARIA COMPLEMENTAR,2021-12-15
2022-01-12,JOAO,14,2,MERCEARIA COMPLEMENTAR,2021-12-13
2022-01-12,JOAO,14,2,MERCEARIA COMPLEMENTAR,2021-12-15
2022-01-12,JOAO,14,2,MERCEARIA COMPLEMENTAR,2021-12-18
2022-01-12,JOAO,14,3,MERCEARIA COMPLEMENTAR,2022-01-10
2022-01-12,JOAO,14,4,MERCEARIA COMPLEMENTAR,2021-12-16
2022-01-12,JOAO,14,2,MERCEARIA COMPLEMENTAR,2021-10-15
2022-01-12,JOAO,14,3,MERCEARIA COMPLEMENTAR,2022-01-02
2022-01-12,JOAO,14,1,MERCEARIA COMPLEMENTAR,2021-12-02
2022-01-12,JOAO,14,1,MERCEARIA COMPLEMENTAR,2022-01-06
2022-01-12,JOAO,14,3,MERCEARIA COMPLEMENTAR,2021-12-03
2022-01-12,JOAO,14,22,PERECIVEIS PADARIA E CONFEITARIA,2021-12-31
2022-01-12,JOAO,14,14,PERECIVEIS PADARIA E CONFEITARIA,2021-11-25
2022-01-12,JOAO,14,14,PERECIVEIS PADARIA E CONFEITARIA,2022-01-11
2022-01-12,JOAO,14,1,PERECIVEIS PADARIA E CONFEITARIA,2022-01-08
2022-01-12,SEBASTIAO,15,1,MERCEARIA COMPLEMENTAR,2021-12-11
2022-01-12,SEBASTIAO,15,4,MERCEARIA COMPLEMENTAR,2021-10-26
2022-01-12,SEBASTIAO,15,4,MERCEARIA COMPLEMENTAR,2021-11-26
2022-01-12,SEBASTIAO,15,5,MERCEARIA COMPLEMENTAR,2021-12-31
2022-01-12,SEBASTIAO,15,1,MERCEARIA COMPLEMENTAR,2021-12-16
2022-01-12,SEBASTIAO,15,11,MERCEARIA COMPLEMENTAR,2022-01-04
2022-01-12,SEBASTIAO,15,12,MERCEARIA COMPLEMENTAR,2021-10-26
2022-01-12,SEBASTIAO,15,30,MERCEARIA LIQUIDA,2021-12-26
2022-01-12,SEBASTIAO,15,20,MERCEARIA LIQUIDA,2022-01-11
2022-01-12,SEBASTIAO,15,5,MERCEARIA LIQUIDA,2021-12-18
2022-01-12,SEBASTIAO,15,2,MERCEARIA LIQUIDA,2021-11-26
2022-01-12,SEBASTIAO,15,2,MERCEARIA LIQUIDA,2021-12-02
2022-01-12,SEBASTIAO,15,2,MERCEARIA LIQUIDA,2021-12-17
,SEBASTIAO,5,4,PERECIVEIS LATICINIOS,2022-01-08
,SEBASTIAO,5,6,PERECIVEIS LATICINIOS,2022-01-02
,SEBASTIAO,5,7,PERECIVEIS LATICINIOS,2021-12-24
,JOAO,30,10,MERCEARIA COMPLEMENTAR,2022-01-08
,JOAO,30,20,MERCEARIA COMPLEMENTAR,2022-01-07
,JOAO,30,11,MERCEARIA COMPLEMENTAR,2022-01-12
,JOAO,30,1,MERCEARIA COMPLEMENTAR,2021-12-28
,JOAO,30,2,MERCEARIA COMPLEMENTAR,2021-12-31
,JOAO,30,1,MERCEARIA COMPLEMENTAR,2021-11-02
,JOAO,30,20,MERCEARIA COMPLEMENTAR,2022-01-11
,JOAO,30,25,MERCEARIA COMPLEMENTAR,2022-01-10
,JOAO,30,1,MERCEARIA COMPLEMENTAR,2021-11-15
,JOAO,30,2,MERCEARIA COMPLEMENTAR,2022-01-01
,JOAO,30,5,MERCEARIA LIMPEZA,2021-08-28
,JOAO,30,7,PERECIVEIS LATICINIOS,2022-01-10
,JOAO,30,1,PERECIVEIS LATICINIOS,2022-01-12
,JOAO,30,2,PERECIVEIS LATICINIOS,2022-01-11
,JOAO,30,5,PERECIVEIS LATICINIOS,2022-01-08
,JOAO,30,1,PERECIVEIS LATICINIOS,2022-01-09
,JOAO,30,1,PERECIVEIS LATICINIOS,2022-01-09
,JOAO,30,1,PERECIVEIS PADARIA E CONFEITARIA,2022-01-01
,JOAO,30,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-05
,JOAO,30,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-12
,JOAO,9,6,MERCEARIA COMPLEMENTAR,2021-12-26
,JOAO,9,1,MERCEARIA COMPLEMENTAR,2021-11-25
,JOAO,9,3,MERCEARIA COMPLEMENTAR,2021-12-16
,JOAO,9,16,MERCEARIA COMPLEMENTAR,2022-01-10
,JOAO,9,1,MERCEARIA COMPLEMENTAR,2021-12-20
,JOAO,9,4,MERCEARIA COMPLEMENTAR,2022-01-07
,JOAO,9,1,MERCEARIA COMPLEMENTAR,2021-12-07
,JOAO,9,4,MERCEARIA COMPLEMENTAR,2021-12-10
,JOAO,9,1,MERCEARIA LIMPEZA,2022-01-08
,JOAO,9,21,MERCEARIA LIQUIDA,2021-12-26
,JOAO,9,2,PERECIVEIS CONGELADOS,2022-01-08
,JOAO,9,1,PERECIVEIS FLV,2022-01-12
,JOAO,9,2,PERECIVEIS FLV,2022-01-12
,JOAO,9,1,PERECIVEIS FLV,2022-01-13
,JOAO,9,2,PERECIVEIS PADARIA E CONFEITARIA,2022-01-06
,JOAO,9,1,PERECIVEIS ROTISSERIA,2022-01-13
,SEBASTIAO,23,9,BAZAR CASA,2021-11-30
,SEBASTIAO,23,3,MERCEARIA COMPLEMENTAR,2021-12-31
,SEBASTIAO,23,2,MERCEARIA COMPLEMENTAR,2021-10-13
,SEBASTIAO,23,1,MERCEARIA COMPLEMENTAR,2021-11-11
,SEBASTIAO,23,3,MERCEARIA COMPLEMENTAR,2021-12-31
,SEBASTIAO,23,2,MERCEARIA COMPLEMENTAR,2021-11-30
,SEBASTIAO,23,1,PERECIVEIS COMPLEMENTARES,2022-01-13
,SEBASTIAO,23,1,PERECIVEIS LATICINIOS,2022-01-11
,JOAO,14,1,MERCEARIA COMPLEMENTAR,2021-12-23
,JOAO,14,2,MERCEARIA LIQUIDA,2022-01-14
,JOAO,14,9,PERECIVEIS COMPLEMENTARES,2022-01-16
,JOAO,14,1,PERECIVEIS CONGELADOS,2022-01-10
,JOAO,14,5,PERECIVEIS FLV,2021-12-24
,JOAO,14,6,PERECIVEIS FLV,2021-11-10
,JOAO,14,9,PERECIVEIS FLV,2022-01-11
,JOAO,14,40,PERECIVEIS FLV,2022-01-13
,SEBASTIAO,4,6,MERCEARIA COMPLEMENTAR,2022-01-15
,SEBASTIAO,4,1,MERCEARIA COMPLEMENTAR,2022-01-12
,SEBASTIAO,4,8,MERCEARIA COMPLEMENTAR,2022-01-08
,SEBASTIAO,4,6,MERCEARIA COMPLEMENTAR,2022-01-01
,SEBASTIAO,4,1,MERCEARIA COMPLEMENTAR,2021-11-30
,SEBASTIAO,4,1,PERECIVEIS COMPLEMENTARES,2021-12-28
,SEBASTIAO,4,1,PERECIVEIS COMPLEMENTARES,2022-01-12
,SEBASTIAO,4,93,PERECIVEIS COMPLEMENTARES,2021-12-28
,SEBASTIAO,4,3,PERECIVEIS CONGELADOS,2022-01-16
,SEBASTIAO,4,18,PERECIVEIS LATICINIOS,2022-01-14
,SEBASTIAO,4,2,PERECIVEIS LATICINIOS,2022-01-03
,SEBASTIAO,4,2,PERECIVEIS LATICINIOS,2022-01-16
,SEBASTIAO,4,1,PERECIVEIS LATICINIOS,2022-01-07
,SEBASTIAO,4,6,PERECIVEIS LATICINIOS,2022-01-03
,SEBASTIAO,4,16,PERECIVEIS LATICINIOS,2021-12-22
,SEBASTIAO,4,18,PERECIVEIS LATICINIOS,2021-12-30
,SEBASTIAO,42,2,MERCEARIA COMPLEMENTAR,2022-01-14
,SEBASTIAO,42,2,MERCEARIA COMPLEMENTAR,2021-12-19
,SEBASTIAO,42,12,MERCEARIA COMPLEMENTAR,2022-01-03
,SEBASTIAO,42,4,MERCEARIA COMPLEMENTAR,2021-12-31
,SEBASTIAO,42,3,MERCEARIA COMPLEMENTAR,2021-12-31
,SEBASTIAO,42,1,PERECIVEIS COMPLEMENTARES,2022-01-16
,SEBASTIAO,42,1,PERECIVEIS LATICINIOS,2022-01-16
,JOAO,9,2,BAZAR CASA,2021-10-31
,JOAO,9,2,MERCEARIA COMPLEMENTAR,2022-01-01
,JOAO,9,15,MERCEARIA COMPLEMENTAR,2022-01-17
,JOAO,9,2,MERCEARIA COMPLEMENTAR,2022-01-10
,JOAO,9,2,PERECIVEIS FLV,2022-01-17
,JOAO,9,1,PERECIVEIS FLV,2022-01-17
,JOAO,9,2,PERECIVEIS FLV,2022-01-17
,JOAO,9,2,PERECIVEIS FLV,2022-01-16
,JOAO,9,14,PERECIVEIS FLV,2022-01-13
,JOAO,9,2,PERECIVEIS FLV,2022-01-08
,JOAO,9,33,PERECIVEIS LATICINIOS,2022-01-17
,JOAO,9,3,PERECIVEIS LATICINIOS,2022-01-14
,JOAO,9,1,PERECIVEIS LATICINIOS,2022-01-16
,JOAO,9,2,PERECIVEIS LATICINIOS,2022-01-09
