DATA,BANDEIRA,LOJA,QUANTIDADE,SETOR,VALIDADE
2024-10-09,JOAO,34,1,PERECIVEIS COMPLEMENTARES,2024-09-04
2024-10-09,JOAO,34,1,MERCEARIA COMPLEMENTAR,2024-10-05
2024-10-09,JOAO,34,5,MERCEARIA COMPLEMENTAR,2024-10-07
2024-10-09,JOAO,34,2,MERCEARIA COMPLEMENTAR,2024-09-23
2024-10-09,JOAO,34,17,MERCEARIA COMPLEMENTAR,2024-09-16
2024-10-09,JOAO,34,18,MERCEARIA COMPLEMENTAR,2024-09-23
2024-10-10,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-01
2024-10-10,JOAO,22,2,PERECIVEIS LATICINIOS,2024-10-05
2024-10-10,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-09
2024-10-10,JOAO,22,2,PERECIVEIS LATICINIOS,2024-10-03
2024-10-10,JOAO,22,14,PERECIVEIS LATICINIOS,2024-10-09
2024-10-10,JOAO,22,2,PERECIVEIS LATICINIOS,2024-09-30
2024-10-10,JOAO,22,1,PERECIVEIS LATICINIOS,2024-09-23
2024-10-10,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-05
2024-10-10,JOAO,22,4,PERECIVEIS LATICINIOS,2024-10-04
2024-10-10,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-01
2024-10-10,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-03
2024-10-10,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-05
2024-10-10,JOAO,22,30,PERECIVEIS LATICINIOS,2024-09-21
2024-10-10,JOAO,22,5,PERECIVEIS LATICINIOS,2024-08-30
2024-10-10,JOAO,22,6,MERCEARIA LIQUIDA,2024-09-18
2024-10-10,JOAO,22,4,MERCEARIA LIQUIDA,2024-10-09
2024-10-10,JOAO,22,1,PERECIVEIS ACOUGUE,2024-10-07
2024-10-10,JOAO,22,6,PERECIVEIS ACOUGUE,2024-09-24
2024-10-10,JOAO,22,7,PERECIVEIS FLV,2024-10-06
2024-10-10,JOAO,22,1,PERECIVEIS FLV,2024-09-22
2024-10-10,JOAO,22,6,PERECIVEIS COMPLEMENTARES,2024-09-15
2024-10-10,JOAO,22,4,MERCEARIA COMPLEMENTAR,2024-09-29
2024-10-10,JOAO,22,5,MERCEARIA COMPLEMENTAR,2024-09-26
2024-10-10,JOAO,40,3,PERECIVEIS LATICINIOS,2024-10-09
2024-10-10,JOAO,40,1,PERECIVEIS LATICINIOS,2024-10-09
2024-10-10,JOAO,40,9,PERECIVEIS LATICINIOS,2024-10-09
2024-10-10,JOAO,40,2,PERECIVEIS LATICINIOS,2024-10-08
2024-10-10,JOAO,40,2,PERECIVEIS LATICINIOS,2024-10-05
2024-10-10,JOAO,40,1,PERECIVEIS LATICINIOS,2024-10-07
2024-10-10,JOAO,40,1,PERECIVEIS LATICINIOS,2024-10-01
2024-10-10,JOAO,40,1,PERECIVEIS LATICINIOS,2024-10-09
2024-10-10,JOAO,40,2,MERCEARIA LIQUIDA,2024-09-18
2024-10-10,JOAO,40,9,MERCEARIA PERFUMARIA,2024-08-31
2024-10-10,JOAO,40,3,PERECIVEIS PADARIA E CONFEITARIA,2024-08-25
2024-10-10,JOAO,40,9,PERECIVEIS PADARIA E CONFEITARIA,2024-10-09
2024-10-10,JOAO,40,5,PERECIVEIS FLV,2024-10-08
2024-10-10,JOAO,40,2,PERECIVEIS FLV,2024-08-21
2024-10-10,JOAO,40,1,PERECIVEIS FLV,2024-05-29
2024-10-10,JOAO,40,1,PERECIVEIS FLV,2024-09-12
2024-10-10,JOAO,40,5,PERECIVEIS COMPLEMENTARES,2024-10-09
2024-10-10,JOAO,40,12,MERCEARIA BASICA,2024-10-01
2024-10-10,JOAO,40,1,MERCEARIA BASICA,2024-10-08
2024-10-10,JOAO,40,11,MERCEARIA BASICA,2024-09-30
2024-10-10,JOAO,40,128,MERCEARIA COMPLEMENTAR,2024-10-05
2024-10-10,JOAO,40,56,MERCEARIA COMPLEMENTAR,2024-09-30
2024-10-10,JOAO,40,1,MERCEARIA COMPLEMENTAR,2024-09-26
2024-10-10,JOAO,40,42,MERCEARIA COMPLEMENTAR,2024-10-07
2024-10-10,JOAO,40,26,MERCEARIA COMPLEMENTAR,2024-10-08
2024-10-10,JOAO,40,15,MERCEARIA COMPLEMENTAR,2024-09-23
2024-10-10,JOAO,40,13,MERCEARIA COMPLEMENTAR,2024-09-27
2024-10-10,JOAO,40,5,MERCEARIA COMPLEMENTAR,2024-09-08
2024-10-10,JOAO,40,17,MERCEARIA COMPLEMENTAR,2024-10-06
2024-10-10,JOAO,40,15,MERCEARIA COMPLEMENTAR,2024-10-05
2024-10-10,JOAO,40,1,MERCEARIA COMPLEMENTAR,2024-09-16
2024-10-10,JOAO,40,1,MERCEARIA COMPLEMENTAR,2024-08-03
,JOAO,36,4,PERECIVEIS LATICINIOS,2024-10-11
,JOAO,36,11,PERECIVEIS LATICINIOS,2024-10-08
,JOAO,36,1,PERECIVEIS LATICINIOS,2024-10-12
,JOAO,36,1,PERECIVEIS LATICINIOS,2024-10-11
,JOAO,36,4,PERECIVEIS LATICINIOS,2024-10-09
,JOAO,36,19,PERECIVEIS PADARIA E CONFEITARIA,2024-10-10
,JOAO,36,2,PERECIVEIS PADARIA E CONFEITARIA,2024-10-10
,JOAO,36,11,PERECIVEIS PADARIA E CONFEITARIA,2024-10-10
,JOAO,36,8,PERECIVEIS FLV,2024-09-22
,JOAO,36,15,PERECIVEIS FLV,2024-09-20
,JOAO,36,9,PERECIVEIS FLV,2024-09-17
,JOAO,36,4,PERECIVEIS FLV,2024-09-22
,JOAO,36,7,PERECIVEIS FLV,2024-10-08
,JOAO,36,1,PERECIVEIS FLV,2024-09-17
,JOAO,36,2,PERECIVEIS FLV,2024-09-22
,JOAO,36,151,MERCEARIA COMPLEMENTAR,2024-10-07
,JOAO,36,1,MERCEARIA COMPLEMENTAR,2024-04-18
,JOAO,36,14,MERCEARIA COMPLEMENTAR,2024-10-03
,JOAO,36,1,MERCEARIA COMPLEMENTAR,2024-09-23
,JOAO,36,1,MERCEARIA COMPLEMENTAR,2024-09-09
,JOAO,36,2,MERCEARIA COMPLEMENTAR,2024-09-20
,JOAO,36,26,MERCEARIA COMPLEMENTAR,2024-10-11
,JOAO,36,54,MERCEARIA COMPLEMENTAR,2024-10-03
,JOAO,36,67,MERCEARIA COMPLEMENTAR,2024-10-13
,JOAO,36,30,MERCEARIA COMPLEMENTAR,2024-10-10
,JOAO,36,1,MERCEARIA COMPLEMENTAR,2024-09-25
,JOAO,36,21,MERCEARIA COMPLEMENTAR,2024-09-22
,JOAO,36,2,MERCEARIA COMPLEMENTAR,2024-06-24
,JOAO,36,2,MERCEARIA COMPLEMENTAR,2024-08-28
,JOAO,36,15,PERECIVEIS LATICINIOS,2024-10-12
,JOAO,36,1,PERECIVEIS LATICINIOS,2024-10-06
,JOAO,36,1,PERECIVEIS LATICINIOS,2024-10-10
,JOAO,36,8,PERECIVEIS LATICINIOS,2024-10-08
,JOAO,36,3,PERECIVEIS LATICINIOS,2024-10-10
,JOAO,36,20,PERECIVEIS LATICINIOS,2024-10-09
,JOAO,36,1,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,36,7,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,36,1,PERECIVEIS LATICINIOS,2024-10-12
,JOAO,36,1,PERECIVEIS LATICINIOS,2024-10-09
,JOAO,36,3,PERECIVEIS LATICINIOS,2024-10-05
,JOAO,36,2,PERECIVEIS LATICINIOS,2024-10-11
,JOAO,36,5,PERECIVEIS LATICINIOS,2024-10-08
,JOAO,36,1,PERECIVEIS PADARIA E CONFEITARIA,2024-09-30
,JOAO,36,3,PERECIVEIS PADARIA E CONFEITARIA,2024-10-10
,JOAO,36,8,PERECIVEIS PADARIA E CONFEITARIA,2024-10-10
,JOAO,36,3,PERECIVEIS PADARIA E CONFEITARIA,2024-10-13
,JOAO,36,3,PERECIVEIS PADARIA E CONFEITARIA,2024-10-13
,JOAO,36,1,PERECIVEIS PADARIA E CONFEITARIA,2024-09-15
,JOAO,36,2,PERECIVEIS FLV,2024-10-13
,JOAO,36,1,PERECIVEIS FLV,2024-10-13
,JOAO,36,1,PERECIVEIS FLV,2024-10-10
,JOAO,36,2,PERECIVEIS COMPLEMENTARES,2024-09-27
,JOAO,36,1,MERCEARIA BASICA,2024-10-10
,JOAO,36,2,MERCEARIA COMPLEMENTAR,2024-10-11
,JOAO,36,1,MERCEARIA COMPLEMENTAR,2024-09-13
,JOAO,36,4,MERCEARIA COMPLEMENTAR,2024-09-30
,JOAO,36,2,MERCEARIA COMPLEMENTAR,2024-09-23
,JOAO,36,1,MERCEARIA COMPLEMENTAR,2024-09-30
,JOAO,36,13,MERCEARIA COMPLEMENTAR,2024-10-01
,JOAO,7,1,PERECIVEIS LATICINIOS,2024-10-08
,JOAO,7,5,PERECIVEIS LATICINIOS,2024-10-08
,JOAO,7,8,PERECIVEIS PADARIA E CONFEITARIA,2024-10-07
,JOAO,7,2,PERECIVEIS PADARIA E CONFEITARIA,2024-10-14
,JOAO,7,36,PERECIVEIS PADARIA E CONFEITARIA,2024-10-08
,JOAO,7,739,MERCEARIA COMPLEMENTAR,2024-10-14
,JOAO,7,13,MERCEARIA COMPLEMENTAR,2024-09-07
,JOAO,7,10,MERCEARIA COMPLEMENTAR,2024-10-07
,JOAO,7,3,MERCEARIA COMPLEMENTAR,2024-06-05
,JOAO,7,4,MERCEARIA COMPLEMENTAR,2024-10-03
,JOAO,7,24,MERCEARIA COMPLEMENTAR,2024-10-07
,JOAO,7,2,MERCEARIA COMPLEMENTAR,2024-10-07
,JOAO,7,3,MERCEARIA COMPLEMENTAR,2024-09-30
,JOAO,7,1,MERCEARIA COMPLEMENTAR,2024-09-10
,JOAO,7,1,MERCEARIA COMPLEMENTAR,2024-09-06
,JOAO,16,3,PERECIVEIS LATICINIOS,2024-10-14
,JOAO,16,4,PERECIVEIS LATICINIOS,2024-10-10
,JOAO,16,2,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,16,1,PERECIVEIS LATICINIOS,2024-10-10
,JOAO,16,1,PERECIVEIS LATICINIOS,2024-09-06
,JOAO,16,3,PERECIVEIS PEIXARIA,2024-10-14
,JOAO,16,2,PERECIVEIS PEIXARIA,2024-10-14
,JOAO,16,1,PERECIVEIS PEIXARIA,2024-10-14
,JOAO,16,1,PERECIVEIS PEIXARIA,2024-10-14
,JOAO,16,1,MERCEARIA LIQUIDA,2024-09-22
,JOAO,16,1,MERCEARIA LIQUIDA,2024-10-08
,JOAO,16,16,MERCEARIA LIQUIDA,2024-10-13
,JOAO,16,2,MERCEARIA LIQUIDA,2024-10-08
,JOAO,16,1,PERECIVEIS ACOUGUE,2024-10-14
,JOAO,16,1,PERECIVEIS PADARIA E CONFEITARIA,2024-10-14
,JOAO,16,1,PERECIVEIS PADARIA E CONFEITARIA,2024-10-13
,JOAO,16,4,PERECIVEIS PADARIA E CONFEITARIA,2024-10-13
,JOAO,16,1,PERECIVEIS PADARIA E CONFEITARIA,2024-10-13
,JOAO,16,1,PERECIVEIS PADARIA E CONFEITARIA,2024-09-15
,JOAO,16,1,PERECIVEIS FLV,2024-10-11
,JOAO,16,1,PERECIVEIS FLV,2024-10-10
,JOAO,16,11,PERECIVEIS COMPLEMENTARES,2024-10-14
,JOAO,16,77,MERCEARIA COMPLEMENTAR,2024-10-05
,JOAO,16,2,MERCEARIA COMPLEMENTAR,2024-10-03
,JOAO,16,1,MERCEARIA COMPLEMENTAR,2024-08-17
,JOAO,16,1,MERCEARIA COMPLEMENTAR,2024-10-07
,JOAO,16,5,MERCEARIA COMPLEMENTAR,2024-10-05
,JOAO,16,1,MERCEARIA COMPLEMENTAR,2024-05-20
,JOAO,16,15,MERCEARIA COMPLEMENTAR,2024-10-13
,JOAO,16,1,MERCEARIA COMPLEMENTAR,2024-09-14
,JOAO,17,61,PERECIVEIS LATICINIOS,2024-10-05
,JOAO,17,13,PERECIVEIS LATICINIOS,2024-09-12
,JOAO,17,1,PERECIVEIS LATICINIOS,2024-09-30
,JOAO,17,1,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,17,2,PERECIVEIS LATICINIOS,2024-10-15
,JOAO,17,1,PERECIVEIS LATICINIOS,2024-10-10
,JOAO,17,15,PERECIVEIS LATICINIOS,2024-10-14
,JOAO,17,4,PERECIVEIS LATICINIOS,2024-10-07
,JOAO,17,5,PERECIVEIS LATICINIOS,2024-10-15
,JOAO,17,5,MERCEARIA PERFUMARIA,2024-09-30
,JOAO,17,1,MERCEARIA PERFUMARIA,2024-07-31
,JOAO,17,13,MERCEARIA PERFUMARIA,2024-07-31
,JOAO,17,4,PERECIVEIS PADARIA E CONFEITARIA,2024-10-14
,JOAO,17,10,MERCEARIA BASICA,2024-10-08
,JOAO,17,1,MERCEARIA COMPLEMENTAR,2024-10-15
,JOAO,17,1,MERCEARIA COMPLEMENTAR,2024-10-08
,JOAO,17,1,MERCEARIA COMPLEMENTAR,2024-09-06
,JOAO,17,4,MERCEARIA COMPLEMENTAR,2024-10-10
,JOAO,17,1,MERCEARIA COMPLEMENTAR,2024-10-01
,JOAO,17,19,MERCEARIA COMPLEMENTAR,2024-10-15
,JOAO,17,3,MERCEARIA COMPLEMENTAR,2024-10-15
,JOAO,17,10,MERCEARIA COMPLEMENTAR,2024-10-13
,JOAO,12,2,PERECIVEIS LATICINIOS,2024-10-12
,JOAO,12,6,PERECIVEIS LATICINIOS,2024-10-15
,JOAO,12,1,PERECIVEIS PADARIA E CONFEITARIA,2024-10-15
,JOAO,12,1,PERECIVEIS FOOD SERVICE,2024-10-15
,JOAO,12,1,PERECIVEIS FOOD SERVICE,2024-10-12
,JOAO,12,2,PERECIVEIS FOOD SERVICE,2024-10-10
,JOAO,12,11,PERECIVEIS FOOD SERVICE,2024-10-15
,JOAO,12,1,PERECIVEIS FOOD SERVICE,2024-10-11
,JOAO,12,1,PERECIVEIS FOOD SERVICE,2024-10-03
,JOAO,12,1,PERECIVEIS FOOD SERVICE,2024-08-17
,JOAO,12,1,PERECIVEIS FOOD SERVICE,2024-10-09
,JOAO,12,10,PERECIVEIS FLV,2024-08-22
,JOAO,12,1,PERECIVEIS FLV,2024-08-19
,JOAO,12,1,PERECIVEIS COMPLEMENTARES,2024-10-15
,JOAO,12,10,MERCEARIA COMPLEMENTAR,2024-09-23
,JOAO,12,1,MERCEARIA COMPLEMENTAR,2024-10-02
,JOAO,12,1,MERCEARIA COMPLEMENTAR,2024-08-30
,JOAO,12,4,MERCEARIA COMPLEMENTAR,2024-10-13
,JOAO,12,4,MERCEARIA COMPLEMENTAR,2024-10-14
,JOAO,12,7,MERCEARIA COMPLEMENTAR,2024-10-14
,JOAO,12,2,MERCEARIA COMPLEMENTAR,2024-10-11
,JOAO,12,1,MERCEARIA COMPLEMENTAR,2024-08-21
,JOAO,12,11,MERCEARIA COMPLEMENTAR,2024-09-30
,JOAO,12,11,MERCEARIA COMPLEMENTAR,2024-10-15
,JOAO,12,5,MERCEARIA COMPLEMENTAR,2024-07-31
,JOAO,12,15,MERCEARIA COMPLEMENTAR,2024-09-30
,SEBASTIAO,15,13,PERECIVEIS LATICINIOS,2024-10-16
,SEBASTIAO,15,3,PERECIVEIS LATICINIOS,2024-10-10
,SEBASTIAO,15,21,PERECIVEIS LATICINIOS,2024-10-09
,SEBASTIAO,15,3,PERECIVEIS LATICINIOS,2024-10-10
,SEBASTIAO,15,1,MERCEARIA LIQUIDA,2024-09-09
,SEBASTIAO,15,1,MERCEARIA COMPLEMENTAR,2024-09-27
,SEBASTIAO,15,23,MERCEARIA COMPLEMENTAR,2024-09-15
,SEBASTIAO,15,1,MERCEARIA COMPLEMENTAR,2023-08-11
,SEBASTIAO,15,6,MERCEARIA COMPLEMENTAR,2024-09-30
,SEBASTIAO,15,2,MERCEARIA COMPLEMENTAR,2023-02-28
,SEBASTIAO,15,3,MERCEARIA COMPLEMENTAR,2024-08-16
,JOAO,9,2,PERECIVEIS LATICINIOS,2024-10-12
,JOAO,9,1,PERECIVEIS LATICINIOS,2024-10-17
,JOAO,9,21,PERECIVEIS LATICINIOS,2024-10-17
,JOAO,9,1,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,9,8,PERECIVEIS LATICINIOS,2024-10-17
,JOAO,9,2,MERCEARIA LIQUIDA,2024-10-14
,JOAO,9,1,MERCEARIA LIQUIDA,2024-10-14
,JOAO,9,1,MERCEARIA LIMPEZA,2024-09-26
,JOAO,9,1,MERCEARIA LIMPEZA,2024-10-10
,JOAO,9,5,MERCEARIA PERFUMARIA,2024-09-30
,JOAO,9,9,MERCEARIA PERFUMARIA,2024-04-30
,JOAO,9,1,PERECIVEIS FLV,2024-10-09
,JOAO,9,1,PERECIVEIS COMPLEMENTARES,2024-10-15
,JOAO,9,1,PERECIVEIS COMPLEMENTARES,2024-10-09
,JOAO,9,6,MERCEARIA BASICA,2024-09-23
,JOAO,9,1,MERCEARIA BASICA,2024-10-07
,JOAO,9,6,MERCEARIA BASICA,2024-10-14
,JOAO,9,32,MERCEARIA COMPLEMENTAR,2024-10-10
,JOAO,9,44,MERCEARIA COMPLEMENTAR,2024-10-13
,JOAO,34,1,PERECIVEIS PADARIA E CONFEITARIA,2024-10-16
,JOAO,34,1,PERECIVEIS PADARIA E CONFEITARIA,2024-10-15
,JOAO,34,1,PERECIVEIS LATICINIOS,2024-10-14
,JOAO,34,2,PERECIVEIS LATICINIOS,2024-10-17
,JOAO,34,1,PERECIVEIS LATICINIOS,2024-10-15
,JOAO,34,5,PERECIVEIS LATICINIOS,2024-10-12
,JOAO,34,2,PERECIVEIS LATICINIOS,2024-10-16
,JOAO,34,1,PERECIVEIS LATICINIOS,2024-10-16
,JOAO,34,5,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,34,2,PERECIVEIS LATICINIOS,2024-09-04
,JOAO,34,1,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,34,2,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,34,34,PERECIVEIS LATICINIOS,2024-10-17
,JOAO,34,3,PERECIVEIS FLV,2024-10-06
,JOAO,34,2,MERCEARIA LIQUIDA,2024-10-17
,JOAO,34,1,MERCEARIA COMPLEMENTAR,2024-09-28
,JOAO,34,1,MERCEARIA COMPLEMENTAR,2024-10-15
,JOAO,34,1,MERCEARIA COMPLEMENTAR,2024-07-14
,JOAO,34,1,MERCEARIA COMPLEMENTAR,2024-10-12
,JOAO,34,1,MERCEARIA COMPLEMENTAR,2024-10-05
,JOAO,34,2,MERCEARIA COMPLEMENTAR,2024-10-01
,JOAO,34,1,MERCEARIA COMPLEMENTAR,2024-10-01
,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-17
,JOAO,22,21,PERECIVEIS LATICINIOS,2024-10-20
,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,22,13,PERECIVEIS LATICINIOS,2024-10-20
,JOAO,22,1,PERECIVEIS LATICINIOS,2024-09-26
,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-13
,JOAO,22,5,PERECIVEIS LATICINIOS,2024-10-18
,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-14
,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-08
,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-11
,JOAO,22,1,PERECIVEIS LATICINIOS,2024-10-09
,JOAO,22,4,PERECIVEIS COMPLEMENTARES,2024-10-15
,JOAO,22,6,PERECIVEIS COMPLEMENTARES,2024-10-14
,JOAO,22,2,PERECIVEIS COMPLEMENTARES,2024-10-08
,JOAO,22,1,PERECIVEIS COMPLEMENTARES,2024-10-06
,JOAO,22,4,PERECIVEIS COMPLEMENTARES,2024-10-20
,JOAO,22,1,PERECIVEIS COMPLEMENTARES,2024-10-17
,JOAO,22,4,MERCEARIA COMPLEMENTAR,2024-10-11
,JOAO,22,3,MERCEARIA COMPLEMENTAR,2024-09-04
,JOAO,22,15,MERCEARIA COMPLEMENTAR,2024-10-18
,JOAO,22,3,MERCEARIA COMPLEMENTAR,2024-10-14
,JOAO,22,31,MERCEARIA COMPLEMENTAR,2024-10-19
,JOAO,22,69,MERCEARIA COMPLEMENTAR,2024-10-20
,JOAO,22,1,MERCEARIA COMPLEMENTAR,2024-08-15
,JOAO,22,18,MERCEARIA COMPLEMENTAR,2024-09-22
,JOAO,40,2,PERECIVEIS LATICINIOS,2024-10-19
,JOAO,40,4,PERECIVEIS LATICINIOS,2024-10-12
,JOAO,40,2,PERECIVEIS LATICINIOS,2024-10-15
,JOAO,40,2,PERECIVEIS LATICINIOS,2024-10-14
,JOAO,40,1,PERECIVEIS LATICINIOS,2024-08-15
,JOAO,40,2,PERECIVEIS LATICINIOS,2024-10-17
,JOAO,40,7,PERECIVEIS LATICINIOS,2024-10-15
,JOAO,40,1,PERECIVEIS LATICINIOS,2024-10-20
,JOAO,40,1,PERECIVEIS LATICINIOS,2024-10-20
,JOAO,40,11,PERECIVEIS LATICINIOS,2024-10-17
,JOAO,40,1,PERECIVEIS LATICINIOS,2024-10-10
,JOAO,40,9,PERECIVEIS LATICINIOS,2024-10-17
,JOAO,40,1,PERECIVEIS LATICINIOS,2024-10-07
,JOAO,40,1,MERCEARIA LIQUIDA,2024-10-18
,JOAO,40,2,MERCEARIA LIQUIDA,2024-10-12
,JOAO,40,5,MERCEARIA LIQUIDA,2024-10-12
,JOAO,40,6,MERCEARIA PERFUMARIA,2024-09-30
,JOAO,40,2,PERECIVEIS PADARIA E CONFEITARIA,2024-10-17
,JOAO,40,11,PERECIVEIS FLV,2024-10-18
,JOAO,40,1,PERECIVEIS FLV,2024-10-19
,JOAO,40,14,PERECIVEIS FLV,2024-10-13
,JOAO,40,13,PERECIVEIS FLV,2024-10-13
,JOAO,40,8,PERECIVEIS COMPLEMENTARES,2024-10-19
,JOAO,40,5,PERECIVEIS COMPLEMENTARES,2024-10-18
,JOAO,40,3,PERECIVEIS COMPLEMENTARES,2024-10-16
,JOAO,40,2,PERECIVEIS COMPLEMENTARES,2024-10-15
,JOAO,40,1,PERECIVEIS COMPLEMENTARES,2024-10-20
,JOAO,40,1,PERECIVEIS COMPLEMENTARES,2024-10-20
,JOAO,40,1,MERCEARIA BASICA,2024-08-01
,JOAO,40,8,MERCEARIA COMPLEMENTAR,2024-10-07
,JOAO,40,35,MERCEARIA COMPLEMENTAR,2024-10-11
,JOAO,40,1,MERCEARIA COMPLEMENTAR,2024-09-30
,JOAO,40,1,MERCEARIA COMPLEMENTAR,2024-10-07
,JOAO,40,4,MERCEARIA COMPLEMENTAR,2024-10-14
,JOAO,40,8,MERCEARIA COMPLEMENTAR,2024-10-19
,JOAO,40,1,MERCEARIA COMPLEMENTAR,2024-09-08
,JOAO,40,1,MERCEARIA COMPLEMENTAR,2024-10-12
,SEBASTIAO,42,30,PERECIVEIS LATICINIOS,2024-10-18
,SEBASTIAO,42,27,PERECIVEIS LATICINIOS,2024-10-21
,SEBASTIAO,42,7,PERECIVEIS LATICINIOS,2024-10-05
,SEBASTIAO,42,4,PERECIVEIS LATICINIOS,2024-09-27
,SEBASTIAO,42,1,PERECIVEIS LATICINIOS,2024-10-21
,SEBASTIAO,42,1,PERECIVEIS LATICINIOS,2024-10-20
,SEBASTIAO,42,3,PERECIVEIS LATICINIOS,2024-10-10
,SEBASTIAO,42,1,PERECIVEIS LATICINIOS,2024-10-11
,SEBASTIAO,42,1,PERECIVEIS LATICINIOS,2024-10-14
,SEBASTIAO,42,72,MERCEARIA LIQUIDA,2024-10-03
,SEBASTIAO,42,6,MERCEARIA LIQUIDA,2024-09-13
,SEBASTIAO,42,1,PERECIVEIS COMPLEMENTARES,2024-10-17
,SEBASTIAO,42,1,PERECIVEIS COMPLEMENTARES,2024-09-27
,SEBASTIAO,42,40,PERECIVEIS COMPLEMENTARES,2024-10-01
,SEBASTIAO,42,8,MERCEARIA COMPLEMENTAR,2024-09-07
,SEBASTIAO,42,9,MERCEARIA COMPLEMENTAR,2024-10-18
,SEBASTIAO,42,5,MERCEARIA COMPLEMENTAR,2024-10-07
,SEBASTIAO,42,19,MERCEARIA COMPLEMENTAR,2024-10-17
,SEBASTIAO,42,10,MERCEARIA COMPLEMENTAR,2024-10-03
,SEBASTIAO,42,21,MERCEARIA COMPLEMENTAR,2024-10-19
,SEBASTIAO,5,2,PERECIVEIS LATICINIOS,2024-09-25
,SEBASTIAO,5,4,PERECIVEIS LATICINIOS,2024-10-11
,SEBASTIAO,5,1,PERECIVEIS LATICINIOS,2024-10-14
,SEBASTIAO,5,160,PERECIVEIS COMPLEMENTARES,2024-10-20
,SEBASTIAO,5,3,PERECIVEIS COMPLEMENTARES,2024-10-15
,SEBASTIAO,5,1,PERECIVEIS COMPLEMENTARES,2024-09-18
,SEBASTIAO,5,2,PERECIVEIS COMPLEMENTARES,2024-10-21
,SEBASTIAO,5,124,MERCEARIA LIQUIDA,2024-10-21
,SEBASTIAO,5,1,MERCEARIA LIQUIDA,2024-10-19
,SEBASTIAO,5,1,MERCEARIA LIQUIDA,2024-10-12
,SEBASTIAO,5,1,MERCEARIA LIQUIDA,2024-10-16
,SEBASTIAO,5,1,MERCEARIA LIQUIDA,2024-10-13
,SEBASTIAO,5,2,MERCEARIA COMPLEMENTAR,2024-09-02
,SEBASTIAO,5,1,MERCEARIA COMPLEMENTAR,2024-10-16
,SEBASTIAO,5,8,MERCEARIA COMPLEMENTAR,2024-10-20
,SEBASTIAO,5,7,MERCEARIA COMPLEMENTAR,2024-10-01
,SEBASTIAO,5,4,MERCEARIA COMPLEMENTAR,2024-10-20
,SEBASTIAO,5,21,MERCEARIA COMPLEMENTAR,2024-10-20
,SEBASTIAO,5,1,MERCEARIA COMPLEMENTAR,2024-10-14
,SEBASTIAO,5,2,MERCEARIA COMPLEMENTAR,2024-10-01
,SEBASTIAO,5,3,MERCEARIA COMPLEMENTAR,2024-10-14
,SEBASTIAO,5,15,MERCEARIA COMPLEMENTAR,2024-07-31
,SEBASTIAO,5,6,MERCEARIA BASICA,2024-10-01
,SEBASTIAO,4,1,PERECIVEIS LATICINIOS,2024-10-19
,SEBASTIAO,4,1,PERECIVEIS LATICINIOS,2024-10-17
,SEBASTIAO,4,1,PERECIVEIS LATICINIOS,2024-10-20
,SEBASTIAO,4,1,PERECIVEIS LATICINIOS,2024-10-11
,SEBASTIAO,4,1,PERECIVEIS LATICINIOS,2024-10-10
,SEBASTIAO,4,1,PERECIVEIS LATICINIOS,2024-10-10
,SEBASTIAO,4,1,MERCEARIA LIQUIDA,2024-10-14
,SEBASTIAO,4,3,PERECIVEIS PADARIA E CONFEITARIA,2024-10-19
,SEBASTIAO,4,1,PERECIVEIS COMPLEMENTARES,2024-10-22
,SEBASTIAO,4,4,PERECIVEIS COMPLEMENTARES,2024-10-21
,SEBASTIAO,4,1,PERECIVEIS COMPLEMENTARES,2024-10-22
,SEBASTIAO,4,1,PERECIVEIS COMPLEMENTARES,2024-09-14
,SEBASTIAO,4,1,PERECIVEIS COMPLEMENTARES,2024-10-16
,SEBASTIAO,4,1,PERECIVEIS COMPLEMENTARES,2024-10-05
,SEBASTIAO,4,1,PERECIVEIS COMPLEMENTARES,2024-10-05
,SEBASTIAO,4,2,PERECIVEIS COMPLEMENTARES,2024-09-29
,SEBASTIAO,4,27,MERCEARIA COMPLEMENTAR,2024-10-07
,SEBASTIAO,4,14,MERCEARIA COMPLEMENTAR,2024-09-30
,SEBASTIAO,4,5,MERCEARIA COMPLEMENTAR,2024-10-19
,SEBASTIAO,4,18,MERCEARIA COMPLEMENTAR,2024-08-30
,SEBASTIAO,4,4,MERCEARIA COMPLEMENTAR,2024-10-03
